Spotify ID;Artist IDs;Track Name;Album Name;Artist Name;Release Date;Duration (ms);Popularity;Date;Genres;Danceability;Energy;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature
4hy4nY2PiYWx8qVXjpky3P;51DevdOxIJin6DB1FXJpD1;Vur;Kan;UZI;2021-03-19;155010;66;2022;turkish trap;826;584;0;-7.311;1;366;519;0;236;0.21;89.016;4
4CFYUqMwzV3ENIeLEpj2MU;7Gx2wDVHyW5HJh7dc2t5h7,65RQbLHJIWPfWwxYJ5a5BZ;80 Kere;80 Kere;Lil Zey,Rosalie.;2021-09-10;159190;54;2022;turkce kadin rap,turkish hip hop,turkish trap,polish alternative,polish electronica;726;781;1;-6.595;0;0.0484;212;0;109;428;98.03;4
6KD5ZksRojNTSHlRRLIpor;1XKjtpH5P81gpOXDB91IEB;Club My - KMN Street EP.2;Casia Deluxe;Miami Yacine;2017-10-13;131840;63;2022;albanian hip hop,german hip hop;878;668;8;-6.627;0;0.0546;201;0.0000429;77;587;125.962;4
6GDpxEOvaXS0nbqSrFtDAQ;0V2oXYR7DtrZAEFeILRW2r;10 NUMARA;10 NUMARA;Lvbel C5;2021-10-15;118565;66;2022;turkce drill,turkish hip hop,turkish trap;684;652;11;-10.144;1;164;0.00667;0.000236;0.0816;654;142.068;4
7jnN5sT8rk6PIvBZRWYdJj;1CcZoULzFHa8Uhwo6OlQcp;Herkes Gibisin;Herkes Gibisin;Semicenk;2022-05-06;185333;68;2022;turkish pop;686;493;8;-9.845;1;142;0.0296;0.000023;111;236;90.069;4
4L1ctj42sEuJ3MvO5lsXCJ;6CPZWzcKiOKkHn4L2XI4i2,5FqTuN42w2zGw4Pzd50yaS;PİŞMAN;PİŞMAN;cakal,Reckol;2021-09-10;149824;57;2022;turkce drill;671;515;1;-6.177;1;0.0375;0.0299;0;131;309;112.054;4
41708L5bJWJfOq5XW564XC;1xYwO3igKogfuoti47VcRO,0wRnjAHGScDzaDzrJlcpIy;wtd freestyle;wtd freestyle;Eser Inc.,ARDA ERDEM;2022-10-01;114381;52;2022;new school turkce rap;813;773;10;-4.669;0;321;0.58;0.00754;284;791;92.951;4
1Uefy9pAr8fCduTPqXHjUa;39KEQQAG9JhIt71g9NEVhh,2otUckChxWf2cp6UP2cD6e;Lelele;Super Plus;Azet,Zuna;2019-03-08;190341;55;2022;albanian hip hop,german hip hop;837;689;1;-5.025;1;217;0.0566;0.000123;0.0971;489;125.374;5
5OKZmPWtGoK3ZOj2VCicjM;15AZJFNrXtIN4Nk8BIOnS2;Fendi Gucci Prada;Marka;Batuflex;2022-07-22;90475;56;2022;turkish hip hop,turkish trap;766;704;8;-9.005;0;0.0591;0.37;0.00509;0.14;315;138.001;4
5dDPHl9ZvQKcNm7jrFHWWQ;1b37T5A3Sm85ueNhe6g9Mx,798ceFTnKCNT00aTswubPI;Vega;Vega;Odin,Dante;2021-03-04;180989;0;2022;;612;566;10;-9.465;0;129;179;0.00000558;0.0928;416;150.01;4
19LqJBBfd73oeBc3CPgDdl;6h1s4i4XKIYv4ErDelLDN0,4unaJKYfY4B51exXVQSilo;Lost (feat. TOPIC42);Lost (feat. TOPIC42);Samra,TOPIC42;2020-12-10;140026;55;2022;german hip hop;658;843;10;-2.912;0;0.13;0.0475;0.0000187;136;339;93.23;4
0GwSSml9L21vNI7VGLz1ae;6sBSLIunx1Je0Y2T77wpkP,09WqkYnqWKUQAYSlEvaf6s;Ömrüm;Ömrüm;Motive,Murda;2021-09-03;240000;65;2022;turkish hip hop,turkish trap,turkce drill;0.76;716;8;-7.288;1;0.0534;312;0;103;136;115.047;4
3HEfzQob3O16TIDMPC8PTx;0L3wrFI3QcbXAvFL7IaPQX,51DevdOxIJin6DB1FXJpD1;Dua;Dua;Güneş,UZI;2020-12-11;178640;70;2022;turkce kadin rap,turkish trap;776;727;0;-6.565;1;0.0377;254;0;155;147;100.004;4
7yh1cbY5F07hgAucE4fhyR;1b37T5A3Sm85ueNhe6g9Mx,798ceFTnKCNT00aTswubPI;İnanırız Yalana;İnanırız Yalana;Odin,Dante;2021-01-29;144867;1;2022;;692;557;8;-8.437;1;192;508;0;169;0.27;88.474;4
1LuaqpbhicGeIYCptQf7cO;2RL1fxftHZRkaF1JQ62gaV;Zenti;Zenti;EX;2021-09-10;84000;61;2022;new school turkce rap,turkce drill;648;537;1;-9.402;1;0.0922;292;0.000161;0.0573;109;133.803;4
7BdX72cipeyKWnMpkdQfmT;0V2oXYR7DtrZAEFeILRW2r;BEMBEYAZ KEFENDEN;C5MODE;Lvbel C5;2022-03-18;122671;52;2022;turkce drill,turkish hip hop,turkish trap;862;826;7;-10.911;1;229;0.0488;0;0.0933;511;134.946;4
5TkQatzJqKafPgHQerZ0dL;51DevdOxIJin6DB1FXJpD1,3BVPc9s4JXzM6O1InlLxED;Gecenin Içine Gir;Kan;UZI,Mavi;2021-03-19;200000;61;2022;turkish trap,new school turkce rap;0.44;705;0;-4.936;0;0.0943;277;0;127;165;137.015;4
1hPm6PrWcfZcyMZAAftTRJ;1b37T5A3Sm85ueNhe6g9Mx,13gqXJa3Mpcd3yHtcqXE3P;Sildim;Sildim;Odin,Batdora;2021-12-07;193057;0;2022;;0.57;543;4;-10.577;0;0.0879;655;0;144;0.04;120.248;4
4kKrDES6pHVOt6kKjZFJF2;1eQzZsJAtBVhN9WP62oXM2;H.A.L.O.;H.A.L.O.;Xir;2021-07-09;145815;40;2022;turkish hip hop,turkish trap;724;573;7;-10.151;0;148;511;0.0211;112;289;100.973;4
7G7xvFVMNFpCo3c3CF6km8;5y9wg9qkGBl0n9v9RzaPKu;Alles auf Rot;Alles auf Rot;CAPO;2017-07-07;213933;58;2022;german hip hop;779;698;5;-6.704;0;0.0895;212;0.00022;0.0816;348;121.987;4
2dTMlaRJPRMDUbPHdn5AzC;51DevdOxIJin6DB1FXJpD1;Paranoya;Paranoya;UZI;2020-06-19;212114;66;2022;turkish trap;809;668;2;-6.105;1;0.0482;353;0;185;298;120.026;4
4RYJShCaTbKXsATAIwaD5Q;13gqXJa3Mpcd3yHtcqXE3P,798ceFTnKCNT00aTswubPI,1b37T5A3Sm85ueNhe6g9Mx;Eden;Eden;Batdora,Dante,Odin;2021-02-06;206423;0;2022;;573;694;5;-3.823;0;0.0534;587;0;0.0971;0.33;100.252;4
1mk51hK2M4CUXEa028I3DB;6LnJKrtFnTEGdbWQ2riWCL;Daima;Daima;Ezhel;2022-04-29;204955;56;2022;turkish hip hop,turkish trap;827;561;9;-6.736;1;0.33;563;0.00268;0.0894;446;143.026;4
11nCZnfaUl7BDwBCoezUTf;697ZbUKLJSEWWhtayAGxBY;Money On My Mind;Trap Billie Jean V.1 Mixtape;Faroon;2021-03-19;177625;60;2022;german hip hop;695;654;5;-5.614;0;107;315;0;0.0619;659;86.62;5
21gsq4esxsCV46ikMdqmaV;51DevdOxIJin6DB1FXJpD1;Düş Yakamdan;Düş Yakamdan;UZI;2020-04-24;199000;58;2022;turkish trap;763;727;1;-7.626;1;0.0726;554;0.00000486;109;613;139.946;4
4m3ljlctmzWajEZPgxXOBb;1mFGfrveXbpolppPgO29Io,5gMP6mQ9eKRREGd2ofMvfU;Go;Go;TCTS,Maroox;2022-07-29;142349;63;2022;deep groove house,house,uk dance;0.68;853;3;-5.671;0;0.0503;0.0127;0.000685;199;604;124.981;4
3Z14anmq3j3aKSVd81sCQz;0V2oXYR7DtrZAEFeILRW2r;200 MİLYAR;200 MİLYAR;Lvbel C5;2022-06-10;126022;55;2022;turkce drill,turkish hip hop,turkish trap;866;318;2;-8.179;1;477;0.0429;0;0.0334;579;85.026;4
7yZsV6atYj1VskcD5M5TA5;5DtQ3MpxpzAyDvgMNFWN1r;Ha Şunu Bileydin;Ha Şunu Bileydin;Tepki;2022-04-22;145739;34;2022;turkish hip hop,turkish trap;467;678;2;-6.964;1;0.0995;127;0;0.0831;354;91.303;4
161M16lJpF7elH98Q4MysB;6LnJKrtFnTEGdbWQ2riWCL;Derman;Müptezhel;Ezhel;2017-05-25;248738;64;2022;turkish hip hop,turkish trap;828;565;5;-9.763;1;0.21;0.48;0.00985;205;516;109.968;4
3bzFJRToxJcVVBq1aybCvC;7hQmAXAzWI6D350VTgkKTG;Temptation - Extended version;Temptation;Arash;2005-08-23;296200;21;2022;persian pop;722;0.8;4;-5.338;0;0.0498;0.00164;0.00000804;0.0313;965;107.993;4
3w1WjD2zJqjBjDz5fwqQPJ;2LIk90788K0zvyj2JJVwkJ;Tyler Herro;Thats What They All Say;Jack Harlow;2020-12-11;156578;80;2022;deep underground hip hop,kentucky hip hop,pop rap,rap;792;793;5;-6.185;0;0.0841;0.0872;0;0.22;775;123.031;4
3NFMLi0FhAkxZNPs1UhYtB;6sBSLIunx1Je0Y2T77wpkP;KALA KAL;22;Motive;2022-01-21;159587;61;2022;turkish hip hop,turkish trap;651;594;7;-7.765;0;0.0832;226;0;119;288;97.018;4
0YnHCIk1Ppy7FIzdvjspts;656ibQgcoUQrUPdhQWRcI3,2RkjEzhUyusJ4KrD5A9yiv;I Don't Wanna Know;I Don't Wanna Know;SOMMA,Brenda Mullen;2020-07-24;151048;57;2022;;0.75;805;8;-6.438;0;324;145;0;297;882;120.008;4
7G30f2Sqsgrxet5IWYLDnR;2JwyRtuXf2l6sTnSnGVIa1,4WZGDpNwrC0vNQyl9QzF7d,7yCKN6vsAdJeyG5J7wGhFd;BERETTA;DEUTSCHRAP BRANDNEU;Farid Bang,Capital Bra,SANNA;2022-07-15;212006;52;2022;german hip hop,german pop;694;0.64;2;-6;1;127;0.0474;0.00000277;0.39;195;89.964;4
4oH4AouYQw8RopRCjzz1if;1ITjgqpqMDJlqZGAK3mlPQ;Ardından;Ardından;Sefo;2020-09-11;202300;49;2022;turkish trap;646;698;4;-5.655;0;0.0338;0.0486;0;0.27;0.34;149.941;4
6HGleB7bjIUe6TtPK6JlIi;5eioJDe26lOqkAMbuhzZYs;¿ Warum ?;Wolke 7;Gzuz;2018-05-25;192254;58;2022;deep german hip hop,german hip hop,hamburg hip hop;542;717;5;-4.241;1;405;372;0;131;483;159.91;4
7yh1cbY5F07hgAucE4fhyR;1b37T5A3Sm85ueNhe6g9Mx,798ceFTnKCNT00aTswubPI;İnanırız Yalana;İnanırız Yalana;Odin,Dante;2021-01-29;144867;1;2021;;692;557;8;-8.437;1;192;508;0;169;0.27;88.474;4
6bOknVfYaDcWqvHSAw1EBG;13gqXJa3Mpcd3yHtcqXE3P,798ceFTnKCNT00aTswubPI,1b37T5A3Sm85ueNhe6g9Mx;Son El;Son El;Batdora,Dante,Odin;2020-12-18;237631;0;2021;;384;455;6;-12.176;0;234;227;0;103;258;51.678;3
0HIPXxfqR9hyvK6XjdKl33;798ceFTnKCNT00aTswubPI;Show Me How;Show Me How;Dante;2021-09-22;147005;1;2021;;703;386;5;-12.003;0;58;29;0.0025;0.11;0.0864;98.002;4
5dDPHl9ZvQKcNm7jrFHWWQ;1b37T5A3Sm85ueNhe6g9Mx,798ceFTnKCNT00aTswubPI;Vega;Vega;Odin,Dante;2021-03-04;180989;0;2021;;612;566;10;-9.465;0;129;179;0.00000558;0.0928;416;150.01;4
4RYJShCaTbKXsATAIwaD5Q;13gqXJa3Mpcd3yHtcqXE3P,798ceFTnKCNT00aTswubPI,1b37T5A3Sm85ueNhe6g9Mx;Eden;Eden;Batdora,Dante,Odin;2021-02-06;206423;0;2021;;573;694;5;-3.823;0;0.0534;587;0;0.0971;0.33;100.252;4
6ipyu0Am4avjFkBcFAhVAz;6LnJKrtFnTEGdbWQ2riWCL;Bul Beni;Bul Beni;Ezhel;2021-07-02;154173;64;2021;turkish hip hop,turkish trap;558;543;6;-7.849;0;375;521;0;103;0.33;104.113;4
40iJIUlhi6renaREYGeIDS;3TVXtAsR1Inumwj472S9r4,0Y5tJX1MQlPlqiwlOH1tJY;Fair Trade (with Travis Scott);Certified Lover Boy;Drake,Travis Scott;2021-09-03;291175;86;2021;canadian hip hop,canadian pop,hip hop,pop rap,rap,slap house;666;465;1;-8.545;1;0.26;0.0503;0;215;292;167.937;4
4DuUwzP4ALMqpquHU0ltAB;2LIk90788K0zvyj2JJVwkJ;Tyler Herro;Tyler Herro;Jack Harlow;2020-10-22;156497;67;2021;deep underground hip hop,kentucky hip hop,pop rap,rap;794;756;5;-7.16;0;136;0.11;0;247;775;123.066;4
2N8jIpNMutjwnt50OroVVL;5dHt1vcEm9qb8fCyLcB3HL,5LHRHt1k9lMyONurDHEdrp;Dennis Rodman (feat. Tyga);Floor Seats II;A$AP Ferg,Tyga;2020-09-25;198306;56;2021;hip hop,pop rap,rap,southern hip hop,trap;741;537;1;-6.797;1;143;0.0358;0;146;233;80.454;4
7dh92CvM5NQRcyBVSMiDle;2XsT1ReJB0oZykMLN0bEun,5G3OUmDl3R4rEn9zSWZTpw;ÇALIKUŞU (feat. Lia Shine);ÇALIKUŞU (feat. Lia Shine);GOKO!,Lia Shine;2021-02-26;221250;41;2021;new school turkce rap,turkish hip hop;567;726;4;-4.982;0;0.0646;0.0676;0;297;183;175.999;4
18yBnbSt7VvEVV3Hkm9xwV;6CPZWzcKiOKkHn4L2XI4i2;Lütfen;Lütfen;cakal;2021-07-09;147839;0;2021;turkce drill;634;785;3;-6.727;0;144;0.0919;0;564;532;124.963;4
5TbzAWWc5eJaANpA9kfGCd;34v5MVKeQnIo0CWYMbbrPf;Love Me Again;Tribute;John Newman;2013-01-01;239894;80;2021;dance pop;495;894;2;-4.814;0;0.0441;0.00453;0.000596;103;213;126.03;4
1rAw9FsEsAEIj9gVCrvd5j;0FUsrstJwmg4WVHQMTYuUA;Darilmak Yok;Darilmak Yok;Şehinşah;2020-12-28;166956;60;2021;turkish hip hop,turkish trap;616;844;8;-3.717;1;0.0647;0.0535;0;268;0.51;149.99;4
72t3CRd8YEFrlc3x0OVaob;51DevdOxIJin6DB1FXJpD1;Umrumda Değil;Kan;UZI;2021-03-19;185458;68;2021;turkish trap;711;677;6;-5.824;0;106;293;0;0.0853;177;104.957;4
0qNeSaQsn2MzBppf6T8GdR;15AZJFNrXtIN4Nk8BIOnS2;Dünya Hain;Dünya Hain;Batuflex;2021-06-25;145655;61;2021;turkish hip hop,turkish trap;762;546;9;-9.89;1;0.0624;675;0;0.12;312;144.948;4
5IUtvfNvOyVYZUa6AJFrnP;7c0XG5cIJTrrAgEC3ULPiq,246dkjvS1zLTtiykXe5h60;Spicy (feat. Post Malone);Featuring Ty Dolla $ign;Ty Dolla $ign,Post Malone;2020-10-23;143375;71;2021;hip hop,pop rap,r&b,southern hip hop,trap,trap soul,dfw rap,melodic rap,pop,rap;782;0.51;4;-5.724;0;0.0419;143;0;115;118;99.993;4
37ZJ0p5Jm13JPevGcx4SkF;58lV9VcRSjABbAbfWS6skp;Livin' On A Prayer;Slippery When Wet;Bon Jovi;1986-08-16;249293;88;2021;glam metal,rock;532;887;0;-3.757;1;0.0335;0.0778;0.000214;294;795;122.511;4
1YRUWp8dGcZEr4hKHnJqDQ;1b37T5A3Sm85ueNhe6g9Mx,798ceFTnKCNT00aTswubPI;Andromeda;Andromeda;Odin,Dante;2020-03-17;161063;0;2021;;733;189;5;-17.026;0;108;767;0.000166;0.34;287;107.991;4
0M6TRIhQggFpwgaefCfnGH;0EyuKHE1AeE9lWUF8mzKVp;Hemorrhage (In My Hands);Something Like Human;Fuel;2000-09-08;236866;50;2021;alternative metal,nu metal,post-grunge;313;831;1;-3.894;1;0.0404;0.000127;0.000341;0.24;332;152.034;4
4p1XKEVBBDBjqme1KFcs0A;1TIQZBUSqWPrBZuh80x6Rz;High and Dry;High and Dry;Geoff Castellucci;2021-01-02;257269;34;2021;;287;336;4;-11.655;1;0.0295;646;0.0179;0.12;273;173.456;4
3dxiWIBVJRlqh9xk144rf4;6XyY86QOPPrYVGvF9ch6wz;Breaking the Habit;Meteora (Bonus Edition);Linkin Park;2003-09-16;196906;76;2021;alternative metal,nu metal,post-grunge,rap metal,rock;579;849;4;-5.218;0;0.0303;108;0;0.0909;581;100.021;4
0GwSSml9L21vNI7VGLz1ae;6sBSLIunx1Je0Y2T77wpkP,09WqkYnqWKUQAYSlEvaf6s;Ömrüm;Ömrüm;Motive,Murda;2021-09-03;240000;65;2021;turkish hip hop,turkish trap,turkce drill;0.76;716;8;-7.288;1;0.0534;312;0;103;136;115.047;4
33gwZOGJWEZ7dRWPqPxBEZ;0c173mlxpT3dSFRgMO8XPh,246dkjvS1zLTtiykXe5h60;Wolves (feat. Post Malone);Detroit 2;Big Sean,Post Malone;2020-09-04;199758;73;2021;detroit hip hop,hip hop,pop rap,r&b,rap,trap,dfw rap,melodic rap,pop;724;675;2;-5.267;1;0.0867;0.0978;0.00000941;351;325;160.048;4
11ShjP4moSAqYDRwS3Soya;2QDHxmDObOuv9MCeBYiFtq,1iJrQKRh5aJnp6cG5lpITr;Hennessy;DMT;Ceg,Khontkar;2020-12-11;206587;46;2021;turkish hip hop,turkish trap;792;0.76;8;-5.471;0;151;257;0.00000392;291;469;142.98;4
0yxcKh3LmIFmrSrQaooQ5I;6LnJKrtFnTEGdbWQ2riWCL;Sakatat;Sakatat;Ezhel;2021-04-02;156148;52;2021;turkish hip hop,turkish trap;857;545;4;-7.3;0;472;487;0.0152;337;0.57;107.038;4
2DTpP3caqX3QdJIEoS83mD;6C1ohJrd5VydigQtaGy5Wa,6l3HvQ5sa6mXTsMTB19rO5;Your Heart;Your Heart;Joyner Lucas,J. Cole;2021-09-24;198620;67;2021;boston hip hop,hip hop,pop rap,rap,conscious hip hop,north carolina hip hop;861;637;6;-7.701;0;133;392;0;0.0929;754;87.006;4
3kUxUw4b766Fk5RNGK0ZCA;2xiIXseIJcq3nG7C8fHeBj;Give In To Me;Transit Of Venus;Three Days Grace;2012-10-02;199000;45;2021;alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rock;349;786;9;-4.771;1;0.0351;0.00658;0;117;251;178.982;4
4HN9HwQ7yRCY7BdDRJftwr;0L3wrFI3QcbXAvFL7IaPQX,6sBSLIunx1Je0Y2T77wpkP;Yola Koyul;Yola Koyul;Güneş,Motive;2020-03-06;197142;55;2021;turkce kadin rap,turkish hip hop,turkish trap;644;624;6;-6.618;0;125;326;0;232;428;111.924;4
2jdSUFGEuB7gzn8CvnLFkN;13gqXJa3Mpcd3yHtcqXE3P,1b37T5A3Sm85ueNhe6g9Mx;Elvis;Elvis;Batdora,Odin;2021-03-22;115866;0;2021;;687;442;10;-10.664;0;304;189;0.00211;0.0699;164;149.885;4
4kKrDES6pHVOt6kKjZFJF2;1eQzZsJAtBVhN9WP62oXM2;H.A.L.O.;H.A.L.O.;Xir;2021-07-09;145815;40;2021;turkish hip hop,turkish trap;724;573;7;-10.151;0;148;511;0.0211;112;289;100.973;4
4WmS1ZuledEAlrpJv1E22s;02kJSzxNuaWGqwubyUba0Z,2cFrymmkijnjDg9SS92EPM;Remember You (feat. blackbear);These Things Happen;G-Eazy,blackbear;2014-06-20;215880;50;2021;indie pop rap,oakland hip hop,pop rap,rap,pop;654;565;4;-8.741;0;196;345;0;157;207;140.079;4
4TIqzdAssasqx3DAe6cG9J;6C1ohJrd5VydigQtaGy5Wa,5f7VJjfbwm532GiveGC0ZK;Ramen & OJ;Ramen & OJ;Joyner Lucas,Lil Baby;2021-04-30;218447;74;2021;boston hip hop,hip hop,pop rap,rap,atl hip hop,atl trap,trap;597;571;1;-6.205;0;293;492;0;93;165;106.196;3
0k1WUmIRnG3xU6fvvDVfRG;3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i,50co4Is1HCEo8bhOyUWKpn;Way 2 Sexy (with Future & Young Thug);Certified Lover Boy;Drake,Future,Young Thug;2021-09-03;257604;78;2021;canadian hip hop,canadian pop,hip hop,pop rap,rap,atl hip hop,southern hip hop,trap,atl trap,gangster rap,melodic rap;803;597;11;-6.035;0;141;0.000619;0.0000045;323;331;136.008;4
09IOPhEh1OMe0HD9b36FJk;246dkjvS1zLTtiykXe5h60;Over Now;beerbongs & bentleys;Post Malone;2018-04-27;246986;68;2021;dfw rap,melodic rap,pop,rap;569;777;4;-4.041;0;0.0834;139;0;132;181;164.027;4
6vAi4M3eHjJ6lx6LB9U3CX;1Xz8iP9Dvl5uI88iraOhs7;Bir;Bir;Pentagram;2002;245226;48;2021;oriental metal,turkish alternative,turkish metal,turkish rock;519;919;2;-6.531;0;38;0.00021;0.00000542;103;677;138.008;4
1aXFBWnnPFRKUN7vuIA5h0;2ye2Wgw4gimLv2eAKyk1NB;Turn The Page;Garage Inc.;Metallica;1998-01-01;366466;67;2021;hard rock,metal,old school thrash,rock,thrash metal;426;813;8;-3.963;1;0.0318;0.0000194;22;0.0937;228;149.013;4
0wwPcA6wtMf6HUMpIRdeP7;3TVXtAsR1Inumwj472S9r4;Hotline Bling;Views;Drake;2016-05-06;267066;82;2021;canadian hip hop,canadian pop,hip hop,pop rap,rap;891;628;2;-7.863;1;0.0551;0.00258;0.00019;0.0504;552;134.966;4
68xnudIZzP49DreYAMlbqZ;40KlwpvpKEQtZTJgbml8lT;Kupa Kızı Ve Sinek Valesi;Teo;Teoman;2003-03-05;295066;68;2021;turkish rock;586;773;8;-5.724;0;0.0303;0.0187;0;314;369;94.83;4
04kJBtbRLM5eZff4OJDLZx;6LnJKrtFnTEGdbWQ2riWCL;Allah'ından Bul;Allah'ından Bul;Ezhel;2020-10-09;181074;61;2021;turkish hip hop,turkish trap;893;0.49;5;-6.563;0;0.0589;197;0.000387;102;517;108.032;4
7hxHWCCAIIxFLCzvDgnQHX;6MPCFvOQv5cIGfw3jODMF0,2hlmm7s2ICUX0LVIhVFlZQ,4Gso3d4CscCijv0lmajZWs,7rkW85dBwwrJtlHRDkJDAC;Lemonade (feat. Gunna, Don Toliver & NAV);B4 The Storm;Internet Money,Gunna,Don Toliver,NAV;2020-08-28;195428;50;2021;pop rap,trap,atl hip hop,melodic rap,rap,canadian hip hop,canadian trap;0.8;658;1;-6.142;0;79;0.25;0;111;462;140.042;4
2jTujnt0y344ai1rNOywgr;3TVXtAsR1Inumwj472S9r4,3S0tlB4fE7ChxI2pWz8Xip;KMT;More Life;Drake,Giggs;2017-03-18;162637;66;2021;canadian hip hop,canadian pop,hip hop,pop rap,rap,grime,london rap,uk hip hop;875;0.6;1;-6.818;1;0.0435;0.0189;0.0143;132;0.0906;119.987;4
6y6jbcPG4Yn3Du4moXaenr;2cFrymmkijnjDg9SS92EPM;idfc;deadroses;blackbear;2015-02-14;245172;75;2021;pop;0.63;0.5;1;-8.755;0;0.0611;611;0.0000404;114;315;144.871;4
2o4AknH1hXnleCRW2rH45w;4DWX7u8BV0vZIQSpJQQDWU;Blackbird;Blackbird;Alter Bridge;2007-01-01;478133;58;2021;alternative metal,nu metal,post-grunge;279;806;6;-4.714;0;0.0448;0.00499;0.0126;116;132;149.463;3
7CZyCXKG6d5ALeq41sLzbw;246dkjvS1zLTtiykXe5h60,6ZLTlhejhndI4Rh53vYhrY,0Y5tJX1MQlPlqiwlOH1tJY;Take What You Want (feat. Ozzy Osbourne & Travis Scott);Hollywood's Bleeding;Post Malone,Ozzy Osbourne,Travis Scott;2019-09-06;229573;78;2021;dfw rap,melodic rap,pop,rap,album rock,alternative metal,birmingham metal,classic rock,glam metal,hard rock,metal,rock,hip hop,slap house;499;0.8;1;-2.665;0;0.0502;0.0906;0;147;272;139.919;4
7tu0cMhTlTNsjtsJffxgfR;5Sjj30aHCmKcM9SdVX7PBK,6LnJKrtFnTEGdbWQ2riWCL,5mPOOZTRDsRf0iIXixzfgn;Summer of My Life;Summer of My Life;GRiNGO,Ezhel,Yung Kafa & Kücük Efendi;2019-07-12;232000;42;2021;german hip hop,turkish hip hop,turkish trap,german cloud rap;599;645;6;-4.659;0;192;303;0;126;208;189.809;4
7AQim7LbvFVZJE3O8TYgf2;15UsOTVnJzReFVN1VCnxy4,6Xgp2XMz1fhVYe7i6yNAax;Fuck Love;17;XXXTENTACION,Trippie Redd;2017-08-25;146520;86;2021;emo rap,miami hip hop,rap,melodic rap,trap;797;533;0;-9.74;0;0.0412;0.0172;0.000152;103;329;131.036;4
4X4v3KtkUXwXvDBw5KS9cp;6C1ohJrd5VydigQtaGy5Wa;ADHD;ADHD;Joyner Lucas;2020-03-27;205872;65;2021;boston hip hop,hip hop,pop rap,rap;563;0.78;10;-6.663;1;0.0782;0.00525;0.00000816;418;317;83.913;4
5Y7x0VU1VOwPWr6MsHbcxS;6CPZWzcKiOKkHn4L2XI4i2,5FqTuN42w2zGw4Pzd50yaS;GÜNAYDIN;PİŞMAN;cakal,Reckol;2021-09-10;149552;0;2021;turkce drill;679;783;2;-5.152;0;0.0415;0.00605;0.00000111;303;386;118.14;4
0e7ipj03S05BNilyu5bRzt;246dkjvS1zLTtiykXe5h60,1URnnhqYAYcrqrcwql10ft;rockstar (feat. 21 Savage);beerbongs & bentleys;Post Malone,21 Savage;2018-04-27;218146;86;2021;dfw rap,melodic rap,pop,rap,atl hip hop,hip hop;585;0.52;5;-6.136;0;0.0712;124;0.0000701;131;129;159.801;4
3AD2aBZKRlzUkVYzKiU9WS;7rEIUw67hRTgievwuKQGSj;Alışırım Gözlerimi Kapamaya;Şehr-i Hüzün;maNga;2009-11-09;354373;54;2021;turkish rock;613;766;5;-4.135;1;25;0.0453;0.00000157;101;525;92.018;4
0AHY9HLMYcbscA2s4KEiJc;0PhqM7UAxtvWYi5j4MwxSl;Madem;Karanlık;Dolu Kadehi Ters Tut;2019-04-05;246809;67;2021;turkish alt pop,turkish rock;642;805;9;-5.165;1;0.0409;129;0.0000183;205;125;96.143;4
6IbnUaczZBT34DhaD6S18F;6CwfuxIqcltXDGjfZsMd9A;Bubblegum Bitch;Electra Heart (Deluxe);MARINA;2012-04-30;154666;79;2021;metropopolis,pop,pov: indie,uk alternative pop;495;856;0;-5.123;0;0.0311;0.000219;0;103;609;158.024;4
4qToz8zJFCIcMEPfjgf9SC;3zU6rNrc3PmGflKnswSEbT;Hayatın Vuruşu;Hayatın Vuruşu;The Square;2020-11-20;219010;1;2021;;0.52;656;9;-9.17;0;0.0297;821;141;162;731;180.076;3
30hoPcypN51Y11q6lnI6mB;7rEIUw67hRTgievwuKQGSj;Beni Benimle Bırak;Şehr-i Hüzün;maNga;2009-11-09;209973;59;2021;turkish rock;543;953;6;-3.121;0;0.0691;0.0232;0;0.0732;657;155.996;4
2PyC1okJDYxx77Rzxh5g47;11iuJcoaqtToPVCJ3DeBev;Carry It On;Don’t Wait For Me;Racing Glaciers;2014-01-01;332005;40;2021;gauze pop,indie anthem-folk;263;803;5;-8.389;0;0.0507;269;535;0.0995;431;149.16;4
5mCPDVBb16L4XQwDdbRUpz;3TVXtAsR1Inumwj472S9r4;Passionfruit;More Life;Drake;2017-03-18;298940;87;2021;canadian hip hop,canadian pop,hip hop,pop rap,rap;809;463;11;-11.377;1;0.0396;256;85;109;364;111.98;4
58TaFP5j5i9swOf584yon2;0Y5tJX1MQlPlqiwlOH1tJY;HOUSTONFORNICATION;ASTROWORLD;Travis Scott;2018-08-03;217828;72;2021;hip hop,rap,slap house;689;723;0;-4.052;0;0.0836;0.0985;0;158;288;160.042;4
6GDpxEOvaXS0nbqSrFtDAQ;0V2oXYR7DtrZAEFeILRW2r;10 NUMARA;10 NUMARA;Lvbel C5;2021-10-15;118565;66;2021;turkce drill,turkish hip hop,turkish trap;684;652;11;-10.144;1;164;0.00667;0.000236;0.0816;654;142.068;4
